timestamp,api_key,ip,endpoint,status,response_time_ms,traffic_type
2026-02-11 12:18:17.271982,b5fb01af-9cf1-4d62-8ec6-b9f16392325a,192.168.1.6,/updateProfile,SUCCESS,312,NORMAL
2026-02-11 12:18:17.271982,b5fb01af-9cf1-4d62-8ec6-b9f16392325a,192.168.1.24,/downloadReport,SUCCESS,349,NORMAL
2026-02-11 12:18:17.271982,cb14123f-7dfa-4edf-b8c6-8e61db708855,10.0.0.213,/config,FAIL,123,BOT
2026-02-11 12:18:17.271982,cb14123f-7dfa-4edf-b8c6-8e61db708855,10.0.0.59,/updateProfile,SUCCESS,134,BOT
2026-02-11 12:18:17.271982,cb14123f-7dfa-4edf-b8c6-8e61db708855,10.0.0.242,/config,SUCCESS,72,BOT
2026-02-11 12:18:17.271982,cb14123f-7dfa-4edf-b8c6-8e61db708855,10.0.0.59,/login,SUCCESS,100,BOT
2026-02-11 12:18:17.271982,cb14123f-7dfa-4edf-b8c6-8e61db708855,10.0.0.24,/getProfile,SUCCESS,67,BOT
2026-02-11 12:18:18.271982,cb14123f-7dfa-4edf-b8c6-8e61db708855,10.0.0.116,/downloadReport,FAIL,42,BOT
2026-02-11 12:18:18.271982,cb14123f-7dfa-4edf-b8c6-8e61db708855,10.0.0.213,/admin,SUCCESS,121,BOT
2026-02-11 12:18:18.271982,cb14123f-7dfa-4edf-b8c6-8e61db708855,10.0.0.14,/downloadReport,FAIL,115,BOT
2026-02-11 12:18:18.271982,d2187ed8-059d-4a49-aa29-5b49db01452b,192.168.1.18,/login,SUCCESS,223,NORMAL
2026-02-11 12:18:18.271982,60dabbef-e5e3-436d-a260-96ecdf2f5ed9,192.168.1.20,/updateProfile,SUCCESS,411,NORMAL
2026-02-11 12:18:18.271982,cb14123f-7dfa-4edf-b8c6-8e61db708855,10.0.0.127,/internal,FAIL,107,BOT
2026-02-11 12:18:18.271982,cb14123f-7dfa-4edf-b8c6-8e61db708855,10.0.0.190,/updateProfile,SUCCESS,90,BOT
2026-02-11 12:18:18.271982,d2187ed8-059d-4a49-aa29-5b49db01452b,192.168.1.24,/getProfile,SUCCESS,223,NORMAL
2026-02-11 12:18:18.271982,cb14123f-7dfa-4edf-b8c6-8e61db708855,10.0.0.122,/login,FAIL,73,BOT
2026-02-11 12:18:18.271982,b9d4405b-da58-4fa3-9568-9f61190139d4,192.168.1.13,/getProfile,SUCCESS,179,NORMAL
2026-02-11 12:18:18.271982,cb14123f-7dfa-4edf-b8c6-8e61db708855,10.0.0.127,/internal,SUCCESS,92,BOT
2026-02-11 12:18:19.271982,a12dc67c-9be2-40e1-b08f-a22971bd149f,192.168.1.22,/getProfile,FAIL,407,NORMAL
2026-02-11 12:18:19.271982,31fe92a6-2a8f-43e5-814c-23c374c13448,192.168.1.22,/login,SUCCESS,143,NORMAL
2026-02-11 12:18:19.271982,1239d745-2d6a-4212-9a98-437636e71ef8,192.168.1.15,/login,SUCCESS,390,NORMAL
2026-02-11 12:18:19.271982,1239d745-2d6a-4212-9a98-437636e71ef8,192.168.1.9,/getData,SUCCESS,406,NORMAL
2026-02-11 12:18:19.271982,1425f732-d3a6-48c8-9981-5f4d1fc2d92b,192.168.1.2,/updateProfile,SUCCESS,448,NORMAL
2026-02-11 12:18:19.271982,cb14123f-7dfa-4edf-b8c6-8e61db708855,10.0.0.242,/admin,SUCCESS,126,BOT
2026-02-11 12:18:19.271982,cb14123f-7dfa-4edf-b8c6-8e61db708855,10.0.0.14,/login,SUCCESS,44,BOT
2026-02-11 12:18:19.271982,cb14123f-7dfa-4edf-b8c6-8e61db708855,10.0.0.128,/admin,SUCCESS,90,BOT
2026-02-11 12:18:19.271982,cb14123f-7dfa-4edf-b8c6-8e61db708855,10.0.0.59,/getProfile,SUCCESS,71,BOT
2026-02-11 12:18:20.271982,2975c29e-e0ac-4ba3-8118-915876444660,192.168.1.5,/downloadReport,SUCCESS,306,NORMAL
2026-02-11 12:18:20.271982,ba6ee2f7-2ed9-4d2e-98b6-f139b4844ba9,192.168.1.6,/login,SUCCESS,230,NORMAL
2026-02-11 12:18:20.271982,cb14123f-7dfa-4edf-b8c6-8e61db708855,10.0.0.127,/admin,SUCCESS,112,BOT
2026-02-11 12:18:20.271982,cb14123f-7dfa-4edf-b8c6-8e61db708855,10.0.0.213,/getData,SUCCESS,117,BOT
2026-02-11 12:18:20.271982,a2512939-9fdc-4e7f-a2ab-8d24fc20cd80,192.168.1.24,/getProfile,SUCCESS,367,NORMAL
2026-02-11 12:18:20.271982,cb14123f-7dfa-4edf-b8c6-8e61db708855,10.0.0.14,/getData,SUCCESS,142,BOT
2026-02-11 12:18:20.271982,cb14123f-7dfa-4edf-b8c6-8e61db708855,10.0.0.128,/login,FAIL,40,BOT
2026-02-11 12:18:21.271982,cb14123f-7dfa-4edf-b8c6-8e61db708855,10.0.0.14,/debug,FAIL,101,BOT
2026-02-11 12:18:21.271982,a12dc67c-9be2-40e1-b08f-a22971bd149f,192.168.1.14,/login,SUCCESS,440,NORMAL
2026-02-11 12:18:21.271982,cb14123f-7dfa-4edf-b8c6-8e61db708855,10.0.0.122,/getProfile,FAIL,46,BOT
2026-02-11 12:18:21.271982,cb14123f-7dfa-4edf-b8c6-8e61db708855,10.0.0.14,/updateProfile,SUCCESS,94,BOT
2026-02-11 12:18:21.271982,cb14123f-7dfa-4edf-b8c6-8e61db708855,10.0.0.128,/downloadReport,FAIL,90,BOT
2026-02-11 12:18:21.271982,cb14123f-7dfa-4edf-b8c6-8e61db708855,10.0.0.14,/config,SUCCESS,71,BOT
2026-02-11 12:18:21.271982,cb14123f-7dfa-4edf-b8c6-8e61db708855,10.0.0.14,/updateProfile,SUCCESS,62,BOT
2026-02-11 12:18:21.271982,cb14123f-7dfa-4edf-b8c6-8e61db708855,10.0.0.65,/getData,FAIL,41,BOT
2026-02-11 12:18:21.271982,cb14123f-7dfa-4edf-b8c6-8e61db708855,10.0.0.116,/internal,FAIL,138,BOT
2026-02-11 12:18:22.271982,cb14123f-7dfa-4edf-b8c6-8e61db708855,10.0.0.122,/debug,SUCCESS,94,BOT
2026-02-11 12:18:22.271982,cb14123f-7dfa-4edf-b8c6-8e61db708855,10.0.0.116,/debug,SUCCESS,136,BOT
2026-02-11 12:18:23.271982,58449f6c-9042-4ff4-b4b4-3bcf127d22ab,192.168.1.17,/login,SUCCESS,379,NORMAL
2026-02-11 12:18:23.271982,cb14123f-7dfa-4edf-b8c6-8e61db708855,10.0.0.213,/updateProfile,SUCCESS,75,BOT
2026-02-11 12:18:23.271982,ba6ee2f7-2ed9-4d2e-98b6-f139b4844ba9,192.168.1.9,/getData,SUCCESS,293,NORMAL
2026-02-11 12:18:23.271982,b52e2274-a776-4814-894f-24730bb068c5,192.168.1.12,/getData,SUCCESS,154,NORMAL
2026-02-11 12:18:23.271982,cb14123f-7dfa-4edf-b8c6-8e61db708855,10.0.0.65,/config,FAIL,42,BOT
2026-02-11 12:18:23.271982,cb14123f-7dfa-4edf-b8c6-8e61db708855,10.0.0.128,/internal,FAIL,125,BOT
2026-02-11 12:18:23.271982,cb14123f-7dfa-4edf-b8c6-8e61db708855,10.0.0.128,/updateProfile,SUCCESS,72,BOT
2026-02-11 12:18:24.271982,cb14123f-7dfa-4edf-b8c6-8e61db708855,10.0.0.213,/getData,SUCCESS,131,BOT
2026-02-11 12:18:24.271982,7f798159-13a1-4c96-b4dc-3a2e316a2aed,192.168.1.12,/downloadReport,SUCCESS,434,NORMAL
2026-02-11 12:18:24.271982,5d008235-b74b-4e09-9fc5-1f0d150e8db6,192.168.1.9,/getData,SUCCESS,167,NORMAL
2026-02-11 12:18:24.271982,4144120c-b84a-418f-aa68-b48a637db0d1,192.168.1.13,/updateProfile,SUCCESS,249,NORMAL
2026-02-11 12:18:24.271982,bad3fa47-4c05-4ce3-8825-b0809a911961,192.168.1.14,/getData,SUCCESS,327,NORMAL
2026-02-11 12:18:24.271982,cb14123f-7dfa-4edf-b8c6-8e61db708855,10.0.0.128,/admin,SUCCESS,121,BOT
2026-02-11 12:18:25.271982,cb14123f-7dfa-4edf-b8c6-8e61db708855,10.0.0.116,/getProfile,SUCCESS,136,BOT
2026-02-11 12:18:25.271982,cb14123f-7dfa-4edf-b8c6-8e61db708855,10.0.0.128,/debug,FAIL,125,BOT
2026-02-11 12:18:25.271982,cb14123f-7dfa-4edf-b8c6-8e61db708855,10.0.0.127,/debug,SUCCESS,158,BOT
2026-02-11 12:18:25.271982,c798f024-fc52-4ff3-9027-d71f8dd606f8,192.168.1.24,/login,SUCCESS,288,NORMAL
2026-02-11 12:18:25.271982,e1657d4d-4c6a-4727-bb67-0de508ccbc11,192.168.1.7,/login,SUCCESS,205,NORMAL
2026-02-11 12:18:25.271982,c6f3bc36-141e-4afb-8721-b53f5e50bcee,192.168.1.9,/login,SUCCESS,191,NORMAL
2026-02-11 12:18:25.271982,cb14123f-7dfa-4edf-b8c6-8e61db708855,10.0.0.127,/admin,SUCCESS,110,BOT
2026-02-11 12:18:25.271982,1239d745-2d6a-4212-9a98-437636e71ef8,192.168.1.21,/login,SUCCESS,369,NORMAL
2026-02-11 12:18:25.271982,cb14123f-7dfa-4edf-b8c6-8e61db708855,10.0.0.127,/login,FAIL,114,BOT
2026-02-11 12:18:25.271982,cb14123f-7dfa-4edf-b8c6-8e61db708855,10.0.0.128,/downloadReport,SUCCESS,132,BOT
2026-02-11 12:18:25.271982,cb14123f-7dfa-4edf-b8c6-8e61db708855,10.0.0.190,/debug,SUCCESS,108,BOT
